CustomerID,DeviceType,DeviceName,OperatingSystem,IPAddress,MACAddress,IsTrusted
614,Mobile,Samsung Galaxy S24,Android,10.128.249.153,BD:8F:38:F7:E8:2A,1
615,Laptop,HP Pavilion,Windows,10.145.87.63,6A:E1:F0:B2:0F:F9,1
616,Tablet,iPad Air,iPadOS,10.192.138.243,BA:67:A0:15:CA:E0,1
617,Laptop,Dell Inspiron 15,Windows,10.67.88.140,03:59:AC:85:70:ED,1
618,Mobile,Vivo V30,Android,10.208.215.248,E8:EB:7F:29:FE:77,1
619,Mobile,iPhone 15,iOS,10.102.78.149,3E:5C:3E:A3:C0:17,1
620,Tablet,iPad Air,iPadOS,10.138.248.57,6C:D7:DB:94:B0:68,1
621,Mobile,OnePlus 12,Android,10.173.247.9,9A:CC:85:8B:73:07,1
622,Laptop,HP Pavilion,Windows,10.9.44.153,A4:32:9A:24:70:9E,1
623,Tablet,iPad Air,iPadOS,10.161.12.94,6F:F5:B1:14:18:00,1
624,Tablet,iPad Air,iPadOS,10.80.164.207,29:F9:E0:3A:AE:FC,1
625,Laptop,MacBook Air M3,macOS,10.121.239.208,6B:DA:02:01:87:4E,1
626,Mobile,OnePlus 12,Android,10.143.102.171,95:60:6A:A4:82:74,1
627,Mobile,Vivo V30,Android,10.181.110.8,CA:56:EB:29:E1:02,1
628,Laptop,HP Pavilion,Windows,10.6.79.140,8D:7E:D0:D0:74:39,1
629,Mobile,iPhone 15,iOS,10.66.79.58,A0:63:3F:46:0C:97,1
630,Laptop,Lenovo ThinkPad,Windows,10.208.225.234,DB:A8:45:BF:E1:8B,1
631,Mobile,iPhone 15,iOS,10.64.106.253,E6:C3:C0:52:68:C3,1
632,Laptop,MacBook Air M3,macOS,10.212.60.196,E5:4E:69:98:F8:4A,1
633,Laptop,Dell Inspiron 15,Windows,10.125.148.232,40:B4:C3:B9:23:73,1
634,Tablet,iPad Air,iPadOS,10.244.33.193,D4:C3:7B:F3:30:E5,1
635,Mobile,Vivo V30,Android,10.64.219.216,5D:B7:CC:7E:C5:D3,1
636,Laptop,MacBook Air M3,macOS,10.48.27.227,24:48:2B:BA:18:F8,1
637,Mobile,OnePlus 12,Android,10.207.74.188,34:4A:7E:27:6D:F3,1
638,Mobile,Samsung Galaxy S24,Android,10.242.250.44,E5:6A:63:F0:49:FF,1
639,Mobile,Samsung Galaxy S24,Android,10.41.230.30,91:B4:E0:DF:8C:E0,1
640,Laptop,Lenovo ThinkPad,Windows,10.250.190.181,1F:EB:07:89:B4:86,1
641,Mobile,OnePlus 12,Android,10.217.27.253,31:F0:69:7F:A7:53,1
642,Mobile,iPhone 15,iOS,10.2.195.1,51:9E:17:1D:B0:BE,1
643,Mobile,OnePlus 12,Android,10.177.86.225,27:89:CF:BB:24:CB,1
644,Laptop,Dell Inspiron 15,Windows,10.250.124.98,DA:FC:96:85:E7:AE,1
645,Laptop,MacBook Air M3,macOS,10.123.221.167,E9:EC:F4:39:A6:0A,1
646,Tablet,iPad Air,iPadOS,10.242.103.202,B2:FD:36:C5:3C:87,1
647,Tablet,iPad Air,iPadOS,10.193.88.205,D2:CC:81:4D:5A:6C,1
648,Mobile,OnePlus 12,Android,10.106.26.145,07:A7:27:C1:DB:CC,1
649,Mobile,Samsung Galaxy S24,Android,10.63.55.112,32:BA:76:91:D1:09,1
650,Tablet,iPad Air,iPadOS,10.141.157.206,20:D4:27:58:A6:05,1
651,Mobile,Vivo V30,Android,10.67.61.138,DF:0F:48:E1:E3:A9,1
652,Laptop,HP Pavilion,Windows,10.157.131.190,9B:4B:06:06:0E:A4,1
653,Mobile,Vivo V30,Android,10.244.108.66,FB:21:DC:03:2E:0A,1
654,Mobile,iPhone 15,iOS,10.10.33.136,1E:5C:81:75:99:7E,1
655,Laptop,Dell Inspiron 15,Windows,10.85.233.15,59:58:C5:8B:AE:1F,1
656,Mobile,Vivo V30,Android,10.186.63.96,48:FB:1F:A4:18:CC,1
657,Laptop,Lenovo ThinkPad,Windows,10.77.81.254,64:75:73:04:BB:19,1
658,Laptop,Dell Inspiron 15,Windows,10.207.105.161,6C:D0:6F:D9:F3:E0,1
659,Laptop,Lenovo ThinkPad,Windows,10.187.113.39,4A:6C:4D:D9:EC:B4,1
660,Laptop,MacBook Air M3,macOS,10.237.185.208,C8:D0:CD:2C:D6:AA,1
661,Mobile,iPhone 15,iOS,10.10.200.116,D8:A6:AA:05:7F:23,1
662,Mobile,OnePlus 12,Android,10.52.126.140,D8:C9:5B:BF:30:C3,1
663,Mobile,Samsung Galaxy S24,Android,10.194.247.120,EF:0C:E0:19:38:15,1
664,Laptop,Lenovo ThinkPad,Windows,10.14.68.122,4E:28:7C:E9:55:84,1
665,Laptop,Lenovo ThinkPad,Windows,10.224.189.135,D0:0E:AE:A1:90:CE,1
666,Mobile,iPhone 15,iOS,10.108.103.230,D2:DF:71:8A:14:B8,1
667,Tablet,iPad Air,iPadOS,10.125.156.23,65:E4:9C:93:62:D2,1
668,Mobile,OnePlus 12,Android,10.209.196.200,7F:57:68:7A:04:DE,1
669,Laptop,MacBook Air M3,macOS,10.230.248.114,66:13:0C:AF:A8:EA,1
670,Laptop,Dell Inspiron 15,Windows,10.185.116.35,80:29:EB:E3:36:40,1
671,Laptop,Dell Inspiron 15,Windows,10.28.87.206,B3:1F:4E:45:AF:56,1
672,Mobile,OnePlus 12,Android,10.152.231.142,85:61:DF:A1:B6:1F,1
673,Laptop,Dell Inspiron 15,Windows,10.220.139.204,99:AE:C5:D0:3D:4F,1
674,Mobile,Samsung Galaxy S24,Android,10.46.248.95,72:A1:5F:0A:B3:EA,1
675,Laptop,Dell Inspiron 15,Windows,10.8.203.109,EE:08:3B:63:18:ED,1
676,Mobile,iPhone 15,iOS,10.177.30.35,F5:44:1C:43:18:1B,1
677,Laptop,HP Pavilion,Windows,10.191.54.156,B7:DE:70:2A:B6:AD,1
678,Mobile,OnePlus 12,Android,10.105.157.2,85:F4:10:45:4B:DE,1
679,Laptop,HP Pavilion,Windows,10.200.107.234,80:28:77:34:73:02,1
680,Laptop,MacBook Air M3,macOS,10.48.219.160,8A:85:1A:55:A2:82,1
681,Mobile,Vivo V30,Android,10.217.16.125,5E:AC:4F:5F:19:01,1
682,Laptop,MacBook Air M3,macOS,10.177.238.61,19:56:49:AC:03:FA,1
683,Laptop,HP Pavilion,Windows,10.92.50.64,E1:BC:C0:93:36:D3,1
684,Tablet,iPad Air,iPadOS,10.154.66.53,36:56:9D:A5:10:75,1
685,Laptop,HP Pavilion,Windows,10.112.137.25,2B:01:F8:CE:04:63,1
686,Laptop,HP Pavilion,Windows,10.90.22.44,6A:3D:95:29:32:40,1
687,Laptop,MacBook Air M3,macOS,10.88.39.135,F3:A2:B5:B5:DD:22,1
688,Mobile,OnePlus 12,Android,10.239.49.250,27:39:2C:EB:FB:E5,1
689,Tablet,iPad Air,iPadOS,10.180.237.157,7A:94:E2:AA:F9:67,1
690,Laptop,MacBook Air M3,macOS,10.146.172.109,BE:B4:7C:42:37:5F,1
691,Mobile,iPhone 15,iOS,10.72.91.247,B0:8C:B7:1F:39:F8,1
692,Laptop,Dell Inspiron 15,Windows,10.61.219.77,82:29:1B:5B:0E:EA,1
693,Laptop,Dell Inspiron 15,Windows,10.254.208.98,52:CE:5D:A7:55:4F,1
694,Mobile,iPhone 15,iOS,10.108.213.249,6B:B9:90:CC:2D:12,1
695,Laptop,HP Pavilion,Windows,10.147.42.18,27:01:1F:AC:47:89,1
696,Mobile,iPhone 15,iOS,10.161.60.210,A2:E3:56:59:1B:F7,1
697,Laptop,HP Pavilion,Windows,10.211.197.249,43:E1:FA:E0:36:22,1
698,Mobile,OnePlus 12,Android,10.232.219.24,2E:A5:61:3F:7D:17,1
699,Laptop,Dell Inspiron 15,Windows,10.31.164.142,F3:20:1A:D2:4E:08,1
700,Mobile,OnePlus 12,Android,10.2.81.100,4E:2F:04:6B:35:92,1
701,Tablet,iPad Air,iPadOS,10.143.13.108,F1:E4:40:3A:F9:F5,1
702,Mobile,iPhone 15,iOS,10.86.242.120,01:58:B3:4A:47:2E,1
703,Mobile,OnePlus 12,Android,10.27.69.75,8C:18:0B:66:A8:21,1
704,Mobile,OnePlus 12,Android,10.62.164.55,F0:13:8D:60:68:50,1
705,Laptop,Dell Inspiron 15,Windows,10.49.110.232,2E:41:3B:4E:44:54,1
706,Laptop,Dell Inspiron 15,Windows,10.82.96.1,DA:9E:88:C3:97:8D,1
707,Laptop,HP Pavilion,Windows,10.107.228.72,01:2F:AA:FE:F8:BC,1
708,Tablet,iPad Air,iPadOS,10.114.166.221,61:F0:DF:26:5C:DB,1
709,Laptop,MacBook Air M3,macOS,10.226.31.113,69:FB:15:32:DF:A1,1
710,Mobile,iPhone 15,iOS,10.239.239.229,FC:78:30:47:A3:DE,1
711,Tablet,iPad Air,iPadOS,10.58.219.51,31:AD:FA:F9:FA:D8,1
712,Mobile,iPhone 15,iOS,10.176.209.79,DE:2E:97:38:3D:7A,1
713,Mobile,OnePlus 12,Android,10.114.158.159,6B:9D:5C:6A:EE:36,1
714,Laptop,MacBook Air M3,macOS,10.218.217.192,43:63:2F:EF:62:18,1
715,Tablet,iPad Air,iPadOS,10.255.194.214,E6:31:A1:E5:E3:E7,1
716,Mobile,Samsung Galaxy S24,Android,10.135.148.243,5B:77:83:30:99:CE,1
717,Mobile,Vivo V30,Android,10.49.184.70,7B:4A:4A:1A:B9:B1,1
718,Laptop,Dell Inspiron 15,Windows,10.116.157.30,B9:AA:49:A5:BA:47,1
719,Laptop,MacBook Air M3,macOS,10.71.201.173,D5:60:AD:65:D8:EC,1
720,Laptop,Dell Inspiron 15,Windows,10.48.248.82,9E:2E:76:B3:66:AB,1
721,Laptop,Dell Inspiron 15,Windows,10.180.173.225,3E:1D:3D:43:49:AE,1
722,Laptop,Lenovo ThinkPad,Windows,10.21.173.241,54:89:DE:93:07:9B,1
723,Mobile,Samsung Galaxy S24,Android,10.145.198.185,AC:AA:71:0A:24:DE,1
724,Mobile,OnePlus 12,Android,10.54.24.11,4A:FC:81:9D:ED:21,1
725,Laptop,Lenovo ThinkPad,Windows,10.96.45.160,19:B0:92:F5:BF:86,1
726,Mobile,Vivo V30,Android,10.245.123.182,F6:7A:47:E1:63:70,1
727,Tablet,iPad Air,iPadOS,10.133.37.174,CD:89:2C:F5:49:9F,1
728,Laptop,MacBook Air M3,macOS,10.255.232.242,A9:3B:F7:F8:14:78,1
729,Mobile,iPhone 15,iOS,10.25.183.189,32:27:A1:A4:14:69,1
730,Laptop,Dell Inspiron 15,Windows,10.133.49.88,10:91:DF:AE:CD:E2,1
731,Mobile,Vivo V30,Android,10.32.52.36,4F:18:62:1D:D3:E5,1
732,Tablet,iPad Air,iPadOS,10.80.152.211,B8:A0:76:C1:A0:EE,1
733,Laptop,MacBook Air M3,macOS,10.135.254.114,12:E4:48:3B:4E:39,1
734,Mobile,Vivo V30,Android,10.64.2.161,A4:1B:35:CF:52:B1,1
735,Laptop,MacBook Air M3,macOS,10.81.58.141,D7:9A:EE:9E:CB:DD,1
736,Mobile,Vivo V30,Android,10.237.100.78,C6:C4:A9:8D:DC:8C,1
737,Mobile,OnePlus 12,Android,10.106.217.195,61:22:54:A2:52:6D,1
738,Tablet,iPad Air,iPadOS,10.143.195.192,FC:50:10:69:0A:B7,1
739,Laptop,HP Pavilion,Windows,10.25.187.108,4E:8C:37:4F:58:8F,1
740,Mobile,OnePlus 12,Android,10.172.197.251,0D:36:CC:53:94:BE,1
741,Mobile,Vivo V30,Android,10.3.172.127,0A:C9:33:8B:72:D0,1
742,Mobile,iPhone 15,iOS,10.203.211.122,09:48:23:DD:81:75,1
743,Laptop,MacBook Air M3,macOS,10.129.233.167,6B:EF:66:3F:2F:BC,1
744,Laptop,Dell Inspiron 15,Windows,10.157.141.235,99:E8:98:6C:04:11,1
745,Tablet,iPad Air,iPadOS,10.232.249.105,C5:5C:8B:3E:2A:1D,1
746,Mobile,iPhone 15,iOS,10.148.71.103,C9:9D:2E:B7:10:D5,1
747,Laptop,MacBook Air M3,macOS,10.44.41.49,02:73:F0:DE:5B:81,1
748,Mobile,OnePlus 12,Android,10.133.247.102,94:5C:90:D8:7E:65,1
749,Mobile,Samsung Galaxy S24,Android,10.193.56.183,34:6A:AC:76:FC:53,1
750,Tablet,iPad Air,iPadOS,10.163.51.113,8E:F6:EA:57:C6:12,1
751,Laptop,MacBook Air M3,macOS,10.232.8.240,28:45:94:A4:64:B5,1
752,Laptop,Dell Inspiron 15,Windows,10.250.208.243,76:49:E1:F1:A6:FB,1
753,Laptop,MacBook Air M3,macOS,10.232.163.199,5D:CE:59:25:C3:B1,1
754,Laptop,Dell Inspiron 15,Windows,10.18.98.151,EA:79:F7:00:56:C0,1
755,Mobile,Samsung Galaxy S24,Android,10.129.188.138,7C:62:82:9B:B6:A4,1
756,Mobile,Vivo V30,Android,10.97.5.226,3D:D9:7E:FF:86:77,1
757,Laptop,Lenovo ThinkPad,Windows,10.45.252.67,F3:84:47:D8:A3:0A,1
758,Laptop,Lenovo ThinkPad,Windows,10.40.149.22,35:20:BE:47:03:E3,1
759,Mobile,iPhone 15,iOS,10.125.137.130,F8:4F:DC:FB:A2:10,1
760,Mobile,Vivo V30,Android,10.178.7.166,9F:F0:56:41:5C:0D,1
761,Laptop,Dell Inspiron 15,Windows,10.221.47.233,03:10:FE:9B:9C:EA,1
762,Mobile,Samsung Galaxy S24,Android,10.229.116.249,AB:18:D1:BC:FB:20,1
763,Mobile,OnePlus 12,Android,10.222.186.225,36:23:DC:E9:15:90,1
764,Laptop,HP Pavilion,Windows,10.13.241.144,E4:F3:9B:0E:AA:0B,1
765,Mobile,iPhone 15,iOS,10.237.5.37,B5:CB:17:86:10:A4,1
766,Mobile,OnePlus 12,Android,10.228.15.17,96:9E:CF:BB:8E:79,1
767,Laptop,MacBook Air M3,macOS,10.82.116.82,BA:1A:DD:3D:F3:5A,1
768,Tablet,iPad Air,iPadOS,10.46.237.217,C4:F7:9F:0C:08:6E,1
769,Mobile,Samsung Galaxy S24,Android,10.201.60.188,A4:D3:B2:1E:4D:0E,1
770,Laptop,Lenovo ThinkPad,Windows,10.178.225.150,33:01:A0:FE:59:C0,1
771,Laptop,Dell Inspiron 15,Windows,10.243.124.99,84:CE:6F:E1:AC:AC,1
772,Laptop,MacBook Air M3,macOS,10.4.236.63,7E:4B:F3:76:94:19,1
773,Laptop,Dell Inspiron 15,Windows,10.119.145.141,BB:02:10:06:64:20,1
774,Mobile,OnePlus 12,Android,10.250.196.50,24:19:90:A3:E7:99,1
775,Laptop,MacBook Air M3,macOS,10.37.51.137,47:30:40:51:21:F3,1
776,Laptop,Dell Inspiron 15,Windows,10.64.172.159,55:D1:84:25:BF:E7,1
777,Laptop,HP Pavilion,Windows,10.171.228.143,A1:70:F2:E9:0F:14,1
778,Mobile,iPhone 15,iOS,10.160.99.132,EF:00:11:32:14:67,1
779,Laptop,MacBook Air M3,macOS,10.251.181.142,69:11:E0:27:38:83,1
780,Mobile,iPhone 15,iOS,10.203.171.135,20:96:40:C1:C3:60,1
781,Mobile,Samsung Galaxy S24,Android,10.126.75.200,8C:99:F9:DA:14:F2,1
782,Mobile,iPhone 15,iOS,10.127.200.10,29:D5:D6:7F:1A:E2,1
783,Mobile,Vivo V30,Android,10.244.137.76,BA:9C:9B:7A:C4:0E,1
784,Laptop,MacBook Air M3,macOS,10.135.23.105,D3:1B:3D:77:6D:57,1
785,Tablet,iPad Air,iPadOS,10.36.128.137,35:91:6B:52:94:9B,1
786,Mobile,Samsung Galaxy S24,Android,10.33.67.227,BF:DE:90:A9:08:AD,1
787,Tablet,iPad Air,iPadOS,10.147.225.77,57:93:50:8C:5E:63,1
788,Laptop,HP Pavilion,Windows,10.250.228.193,A4:03:11:3F:FF:63,1
789,Mobile,OnePlus 12,Android,10.193.131.21,6B:7D:2E:CC:65:AE,1
790,Tablet,iPad Air,iPadOS,10.213.239.200,84:0D:34:AF:D9:3E,1
791,Mobile,iPhone 15,iOS,10.248.68.175,4D:E1:E6:A4:2F:4E,1
792,Mobile,Samsung Galaxy S24,Android,10.239.159.4,3A:45:11:5A:6C:D6,1
793,Mobile,iPhone 15,iOS,10.26.41.150,93:19:62:96:06:80,1
794,Mobile,Vivo V30,Android,10.222.172.74,B4:19:08:C9:81:11,1
795,Mobile,Vivo V30,Android,10.28.163.68,A0:88:D6:23:06:98,1
796,Mobile,iPhone 15,iOS,10.175.70.211,84:8D:8E:B5:11:76,1
797,Laptop,HP Pavilion,Windows,10.49.148.201,C2:11:D3:39:F5:B6,1
798,Mobile,Samsung Galaxy S24,Android,10.225.26.166,7B:76:64:38:5F:39,1
799,Laptop,MacBook Air M3,macOS,10.197.151.101,E2:52:74:39:EE:BB,1
800,Tablet,iPad Air,iPadOS,10.32.90.78,B9:F1:34:BE:81:D1,1
801,Mobile,OnePlus 12,Android,10.86.44.16,AD:4E:1B:E9:CE:EC,1
802,Laptop,MacBook Air M3,macOS,10.113.134.232,65:9A:58:D4:D4:15,1
803,Tablet,iPad Air,iPadOS,10.170.114.129,79:8D:FD:4B:E2:F8,1
804,Laptop,Dell Inspiron 15,Windows,10.157.243.147,C4:59:05:FF:27:33,1
805,Tablet,iPad Air,iPadOS,10.132.184.114,E5:F0:28:00:95:D4,1
806,Mobile,OnePlus 12,Android,10.62.181.27,56:41:83:6C:58:0B,1
807,Laptop,MacBook Air M3,macOS,10.18.86.113,C1:CF:0F:8D:F6:C9,1
808,Mobile,Vivo V30,Android,10.73.118.198,74:07:70:CC:6D:87,1
809,Mobile,iPhone 15,iOS,10.180.141.169,56:D2:CC:1D:54:24,1
810,Tablet,iPad Air,iPadOS,10.170.145.130,72:AD:AA:A9:4F:83,1
811,Mobile,Vivo V30,Android,10.8.177.87,7A:CA:DC:3E:81:3A,1
812,Tablet,iPad Air,iPadOS,10.67.122.44,8B:AF:1C:FF:43:DF,1
813,Laptop,HP Pavilion,Windows,10.43.91.187,2D:09:B6:FE:44:7B,1
814,Mobile,iPhone 15,iOS,10.172.10.36,18:3F:0F:96:BA:40,1
815,Laptop,HP Pavilion,Windows,10.210.217.236,2B:0D:F0:C0:C7:F2,1
816,Laptop,Lenovo ThinkPad,Windows,10.101.195.24,1E:E5:EF:CD:8B:AB,1
817,Laptop,MacBook Air M3,macOS,10.106.192.118,8E:ED:E6:DE:DE:38,1
818,Laptop,HP Pavilion,Windows,10.78.225.19,20:05:B4:5F:DF:DF,1
819,Laptop,Lenovo ThinkPad,Windows,10.11.196.234,F1:05:A7:28:5A:B1,1
820,Mobile,Vivo V30,Android,10.140.50.161,D5:96:8C:78:5E:24,1
821,Laptop,MacBook Air M3,macOS,10.51.242.55,79:2A:C5:E4:97:29,1
822,Mobile,OnePlus 12,Android,10.163.29.220,45:94:AE:11:FD:DE,1
823,Mobile,iPhone 15,iOS,10.82.110.238,89:C3:9C:50:7B:C8,1
824,Laptop,Lenovo ThinkPad,Windows,10.5.226.165,11:12:AE:1F:3C:A8,1
825,Laptop,MacBook Air M3,macOS,10.72.122.226,D3:E8:16:E4:92:7C,1
826,Mobile,iPhone 15,iOS,10.224.100.211,65:A6:FA:73:89:99,1
827,Laptop,HP Pavilion,Windows,10.186.175.60,1E:71:D9:A8:9D:8A,1
828,Laptop,HP Pavilion,Windows,10.59.17.32,91:9E:C1:1F:7A:AC,1
829,Mobile,OnePlus 12,Android,10.222.231.11,34:88:EF:88:B0:B7,1
830,Laptop,Lenovo ThinkPad,Windows,10.65.5.45,1F:F5:6C:AD:E0:19,1
831,Laptop,Lenovo ThinkPad,Windows,10.49.220.116,85:8A:0B:66:6E:53,1
832,Tablet,iPad Air,iPadOS,10.124.114.127,FE:D3:A8:C3:16:D5,1
833,Tablet,iPad Air,iPadOS,10.244.16.226,75:9A:56:A0:13:A5,1
834,Tablet,iPad Air,iPadOS,10.113.144.220,19:14:38:3B:43:03,1
835,Laptop,HP Pavilion,Windows,10.118.195.120,73:3C:51:96:5B:3F,1
836,Laptop,MacBook Air M3,macOS,10.197.196.117,35:B3:69:DD:8F:8B,1
837,Mobile,Samsung Galaxy S24,Android,10.130.161.162,B5:DD:6C:9D:04:F3,1
838,Mobile,iPhone 15,iOS,10.17.188.12,A9:9C:4B:D7:64:3D,1
839,Mobile,Samsung Galaxy S24,Android,10.68.69.1,47:50:32:DE:B3:57,1
840,Mobile,OnePlus 12,Android,10.132.32.142,AE:92:C0:88:E8:69,1
841,Mobile,Samsung Galaxy S24,Android,10.100.210.147,7E:AB:F4:DC:E7:56,1
842,Mobile,OnePlus 12,Android,10.219.57.141,7A:20:E0:21:4F:D2,1
843,Tablet,iPad Air,iPadOS,10.90.162.221,5D:BD:F2:4A:05:BD,1
844,Laptop,HP Pavilion,Windows,10.5.131.8,41:EC:EB:53:2C:E9,1
845,Mobile,OnePlus 12,Android,10.20.29.247,FE:A2:D6:71:DB:1B,1
846,Mobile,Vivo V30,Android,10.183.248.225,80:4F:29:E8:7C:C8,1
847,Mobile,OnePlus 12,Android,10.18.188.17,BE:89:0A:1A:27:0F,1
848,Mobile,Vivo V30,Android,10.7.247.46,44:8A:29:52:2C:9C,1
849,Laptop,Dell Inspiron 15,Windows,10.24.223.165,6F:18:DC:4C:F6:A6,1
850,Laptop,MacBook Air M3,macOS,10.49.55.152,64:CB:BF:6C:1A:9C,1
851,Mobile,OnePlus 12,Android,10.115.6.27,C4:28:BA:B8:3D:A2,1
852,Laptop,HP Pavilion,Windows,10.246.149.47,D1:64:40:A1:A0:13,1
853,Mobile,iPhone 15,iOS,10.87.217.145,48:AA:04:01:D1:B1,1
854,Laptop,Dell Inspiron 15,Windows,10.139.54.74,C0:07:6F:72:79:A7,1
855,Mobile,OnePlus 12,Android,10.206.171.188,38:FA:BE:37:20:9D,1
856,Laptop,Lenovo ThinkPad,Windows,10.69.168.22,CF:40:64:D7:7A:47,1
857,Mobile,iPhone 15,iOS,10.77.46.250,CA:20:F2:AC:44:8D,1
858,Laptop,Dell Inspiron 15,Windows,10.9.101.2,F8:17:81:43:27:43,1
859,Laptop,Lenovo ThinkPad,Windows,10.134.14.231,E7:EF:58:62:F4:11,1
860,Tablet,iPad Air,iPadOS,10.6.209.96,FD:53:C9:F7:DD:AC,1
861,Mobile,Samsung Galaxy S24,Android,10.116.249.26,3C:A5:F8:21:A8:FF,1
862,Laptop,MacBook Air M3,macOS,10.114.162.236,7E:B7:33:19:47:C9,1
863,Tablet,iPad Air,iPadOS,10.105.43.87,10:81:42:E0:7C:AC,1
864,Mobile,OnePlus 12,Android,10.192.22.228,24:E5:C8:4E:B6:91,1
865,Laptop,HP Pavilion,Windows,10.211.220.127,49:E7:32:DA:E2:49,1
866,Mobile,Samsung Galaxy S24,Android,10.124.141.201,31:CA:28:86:B4:E4,1
867,Mobile,Vivo V30,Android,10.80.198.18,14:DE:C1:0B:C4:77,1
868,Mobile,OnePlus 12,Android,10.21.61.5,FC:71:91:42:AC:A5,1
869,Tablet,iPad Air,iPadOS,10.174.143.19,B1:8B:88:16:E0:E6,1
870,Tablet,iPad Air,iPadOS,10.60.242.142,6E:44:EA:01:55:0D,1
871,Laptop,MacBook Air M3,macOS,10.197.22.63,32:61:71:26:A8:DA,1
872,Mobile,iPhone 15,iOS,10.127.161.124,C0:E9:E6:BF:C3:D3,1
873,Mobile,OnePlus 12,Android,10.220.61.222,64:D0:F5:07:FB:82,1
874,Laptop,Lenovo ThinkPad,Windows,10.161.12.181,49:44:04:D2:73:80,1
875,Tablet,iPad Air,iPadOS,10.40.223.86,0E:C2:42:84:15:E4,1
876,Mobile,Vivo V30,Android,10.59.77.17,CD:6A:94:E5:7F:5B,1
877,Tablet,iPad Air,iPadOS,10.87.4.89,6C:5B:08:0A:F9:13,1
878,Tablet,iPad Air,iPadOS,10.192.10.59,C9:E0:6F:FC:E0:30,1
879,Laptop,MacBook Air M3,macOS,10.103.90.185,75:12:2C:4B:F3:52,1
880,Laptop,HP Pavilion,Windows,10.242.39.43,EA:9D:D5:90:29:48,1
881,Tablet,iPad Air,iPadOS,10.139.2.198,1E:6C:C6:6F:25:08,1
882,Mobile,OnePlus 12,Android,10.40.135.228,BD:39:4A:6C:82:5C,1
883,Tablet,iPad Air,iPadOS,10.217.235.181,AE:FA:2A:E2:F1:97,1
884,Mobile,Vivo V30,Android,10.44.89.121,9E:3D:33:8F:F2:D4,1
885,Laptop,Dell Inspiron 15,Windows,10.70.74.71,BC:96:D4:65:14:E1,1
886,Mobile,iPhone 15,iOS,10.104.20.140,38:9C:A5:59:50:56,1
887,Laptop,MacBook Air M3,macOS,10.219.112.129,F6:38:8B:65:71:B9,1
888,Laptop,MacBook Air M3,macOS,10.228.240.155,BC:0A:1A:D4:AA:B4,1
889,Laptop,Lenovo ThinkPad,Windows,10.34.168.1,6C:9B:EC:49:5E:8F,1
890,Mobile,OnePlus 12,Android,10.13.83.149,66:C2:61:C5:B7:27,1
891,Mobile,Vivo V30,Android,10.6.178.199,1B:E7:F7:D3:88:F7,1
892,Tablet,iPad Air,iPadOS,10.158.21.126,8C:30:B1:19:C8:8A,1
893,Laptop,Dell Inspiron 15,Windows,10.64.112.91,3F:C5:38:29:DE:7A,1
894,Mobile,iPhone 15,iOS,10.56.96.240,56:D7:B8:0F:64:75,1
895,Mobile,iPhone 15,iOS,10.5.194.18,C0:9D:19:76:94:6D,1
896,Laptop,HP Pavilion,Windows,10.210.80.23,E0:9A:17:20:0E:3B,1
897,Laptop,Dell Inspiron 15,Windows,10.102.247.187,05:79:15:E4:CA:4B,1
898,Laptop,HP Pavilion,Windows,10.205.202.114,DB:96:A4:A4:47:BD,1
899,Tablet,iPad Air,iPadOS,10.70.59.173,C0:EB:BA:43:E5:B2,1
900,Laptop,Dell Inspiron 15,Windows,10.17.48.38,63:EA:6A:26:CF:A2,1
901,Laptop,Lenovo ThinkPad,Windows,10.69.147.10,0D:5F:AE:77:66:FB,0
902,Mobile,OnePlus 12,Android,10.223.225.242,15:A0:8E:8A:6C:62,0
903,Mobile,Samsung Galaxy S24,Android,10.183.34.54,97:B6:0E:39:6D:C6,0
904,Mobile,iPhone 15,iOS,10.62.36.82,84:B4:12:BC:8A:25,0
905,Mobile,OnePlus 12,Android,10.52.187.41,CE:76:AA:18:F6:C7,0
906,Laptop,Lenovo ThinkPad,Windows,10.144.144.236,4C:A6:E0:C0:C2:D3,0
907,Laptop,HP Pavilion,Windows,10.39.230.146,3C:B1:7E:2A:BF:59,0
908,Laptop,Dell Inspiron 15,Windows,10.215.169.70,B5:B8:DA:32:6C:9B,0
909,Mobile,OnePlus 12,Android,10.78.135.63,CB:E9:25:EF:7B:20,0
910,Tablet,iPad Air,iPadOS,10.14.134.233,18:EE:56:B7:6A:99,0
911,Laptop,Dell Inspiron 15,Windows,10.8.181.87,23:3D:5B:5E:09:1F,0
912,Laptop,HP Pavilion,Windows,10.248.88.231,48:3A:C6:B3:E9:E7,0
913,Mobile,Samsung Galaxy S24,Android,10.43.79.150,2A:39:9F:07:B6:83,0
914,Mobile,OnePlus 12,Android,10.45.234.177,8F:85:AB:C9:CD:9A,0
915,Mobile,iPhone 15,iOS,10.181.49.139,9C:6C:44:E3:C6:78,0
916,Mobile,OnePlus 12,Android,10.115.200.137,BE:00:F0:25:FC:BC,0
917,Mobile,iPhone 15,iOS,10.215.137.175,B9:B3:49:FB:85:24,0
918,Laptop,MacBook Air M3,macOS,10.137.62.161,5B:BC:6A:1F:AE:78,0
919,Tablet,iPad Air,iPadOS,10.188.225.236,B6:7D:E7:20:24:07,0
920,Laptop,Dell Inspiron 15,Windows,10.1.107.60,53:2C:1E:FB:0C:66,0
921,Laptop,Dell Inspiron 15,Windows,10.246.240.51,D0:93:F8:1F:F0:78,0
