EmployeeID,ActionType,TableName,ActionDate,Description
14,INSERT,Beneficiaries,2024-01-10 12:58:00,Inserted new record
37,APPROVE,Accounts,2024-07-16 06:00:00,Approved transaction
49,UNBLOCK ACCOUNT,Devices,2024-10-03 15:14:00,Unblocked verified account
32,DELETE,Devices,2024-08-31 03:36:00,Deleted inactive record
48,DELETE,FraudAlerts,2024-09-28 09:41:00,Deleted inactive record
29,DELETE,Accounts,2024-07-30 03:14:00,Deleted inactive record
32,APPROVE,Cards,2024-02-20 15:34:00,Approved transaction
22,LOGIN,Customers,2024-07-06 03:55:00,Employee login
12,BLOCK ACCOUNT,FraudAlerts,2024-05-08 08:29:00,Blocked suspicious account
38,UNBLOCK ACCOUNT,Devices,2024-09-19 04:46:00,Unblocked verified account
32,INSERT,FraudAlerts,2024-07-23 06:56:00,Inserted new record
37,UNBLOCK ACCOUNT,Beneficiaries,2024-08-21 19:35:00,Unblocked verified account
41,INSERT,FraudAlerts,2024-03-18 07:40:00,Inserted new record
32,DELETE,Customers,2024-10-20 13:04:00,Deleted inactive record
14,INSERT,Transactions,2024-01-04 19:53:00,Inserted new record
32,BLOCK ACCOUNT,Accounts,2024-03-27 01:18:00,Blocked suspicious account
27,LOGIN,Customers,2024-01-13 21:35:00,Employee login
41,BLOCK ACCOUNT,Customers,2024-02-26 17:03:00,Blocked suspicious account
10,BLOCK ACCOUNT,Transactions,2024-12-04 13:58:00,Blocked suspicious account
40,UNBLOCK ACCOUNT,Cards,2024-09-17 06:26:00,Unblocked verified account
49,INSERT,Cards,2024-01-06 06:25:00,Inserted new record
45,APPROVE,FraudAlerts,2024-10-04 06:21:00,Approved transaction
13,DELETE,Transactions,2024-06-21 11:21:00,Deleted inactive record
39,BLOCK ACCOUNT,Devices,2024-04-05 17:18:00,Blocked suspicious account
32,UNBLOCK ACCOUNT,Transactions,2024-03-05 18:23:00,Unblocked verified account
8,UPDATE,FraudAlerts,2024-01-11 07:01:00,Updated customer details
37,LOGIN,FraudAlerts,2024-03-16 02:27:00,Employee login
23,LOGIN,Customers,2024-05-11 11:42:00,Employee login
40,UNBLOCK ACCOUNT,Transactions,2024-04-07 13:38:00,Unblocked verified account
25,DELETE,Customers,2024-01-18 19:36:00,Deleted inactive record
32,BLOCK ACCOUNT,Accounts,2024-04-28 16:13:00,Blocked suspicious account
2,LOGIN,FraudAlerts,2024-03-16 00:44:00,Employee login
36,INSERT,Customers,2024-07-13 01:48:00,Inserted new record
30,UNBLOCK ACCOUNT,Accounts,2024-08-24 20:37:00,Unblocked verified account
15,INSERT,Accounts,2024-07-02 00:56:00,Inserted new record
43,INSERT,Customers,2024-01-26 21:18:00,Inserted new record
16,BLOCK ACCOUNT,Devices,2024-07-31 19:01:00,Blocked suspicious account
5,UPDATE,Devices,2024-07-24 08:08:00,Updated customer details
37,BLOCK ACCOUNT,Accounts,2024-06-08 11:29:00,Blocked suspicious account
46,APPROVE,Transactions,2024-01-17 00:52:00,Approved transaction
30,INSERT,Customers,2024-06-23 08:04:00,Inserted new record
34,APPROVE,Transactions,2024-10-24 20:49:00,Approved transaction
18,LOGIN,FraudAlerts,2024-09-09 11:05:00,Employee login
29,DELETE,Devices,2024-09-28 13:44:00,Deleted inactive record
13,APPROVE,FraudAlerts,2024-11-17 09:03:00,Approved transaction
35,DELETE,FraudAlerts,2024-04-26 11:35:00,Deleted inactive record
40,UNBLOCK ACCOUNT,Beneficiaries,2024-05-18 08:58:00,Unblocked verified account
46,BLOCK ACCOUNT,Customers,2024-10-18 23:02:00,Blocked suspicious account
42,APPROVE,Beneficiaries,2024-02-10 05:42:00,Approved transaction
17,INSERT,Devices,2024-03-20 03:16:00,Inserted new record
39,DELETE,Customers,2024-07-01 21:37:00,Deleted inactive record
15,UNBLOCK ACCOUNT,Devices,2024-04-26 09:54:00,Unblocked verified account
22,INSERT,Beneficiaries,2024-04-03 21:39:00,Inserted new record
49,APPROVE,Transactions,2024-12-10 17:31:00,Approved transaction
9,LOGIN,Beneficiaries,2024-08-22 04:54:00,Employee login
3,UNBLOCK ACCOUNT,Customers,2024-04-02 21:30:00,Unblocked verified account
14,LOGIN,Devices,2024-11-20 14:23:00,Employee login
22,APPROVE,Transactions,2024-02-18 17:33:00,Approved transaction
39,APPROVE,Customers,2024-06-17 12:25:00,Approved transaction
27,APPROVE,Accounts,2024-04-16 01:18:00,Approved transaction
10,APPROVE,FraudAlerts,2024-09-13 02:09:00,Approved transaction
25,DELETE,Accounts,2024-05-05 21:33:00,Deleted inactive record
50,LOGIN,Devices,2024-05-30 10:45:00,Employee login
34,BLOCK ACCOUNT,Devices,2024-07-31 01:38:00,Blocked suspicious account
33,BLOCK ACCOUNT,Cards,2024-07-24 04:41:00,Blocked suspicious account
26,UPDATE,Cards,2024-11-20 01:56:00,Updated customer details
42,DELETE,Devices,2024-05-26 09:03:00,Deleted inactive record
38,UPDATE,Customers,2024-07-12 11:12:00,Updated customer details
47,DELETE,Transactions,2024-10-19 10:38:00,Deleted inactive record
13,LOGIN,Beneficiaries,2024-11-17 02:52:00,Employee login
13,UNBLOCK ACCOUNT,Devices,2024-12-08 05:34:00,Unblocked verified account
18,UNBLOCK ACCOUNT,Devices,2024-07-14 06:56:00,Unblocked verified account
8,LOGIN,Accounts,2024-03-28 12:49:00,Employee login
9,UPDATE,Accounts,2024-11-14 22:39:00,Updated customer details
13,LOGIN,Beneficiaries,2024-06-29 02:39:00,Employee login
32,UNBLOCK ACCOUNT,Beneficiaries,2024-09-21 04:53:00,Unblocked verified account
49,APPROVE,Beneficiaries,2024-02-27 14:32:00,Approved transaction
33,BLOCK ACCOUNT,Devices,2024-08-16 11:23:00,Blocked suspicious account
4,LOGIN,Beneficiaries,2024-09-16 03:41:00,Employee login
29,INSERT,Accounts,2024-11-06 09:02:00,Inserted new record
19,DELETE,FraudAlerts,2024-09-07 05:04:00,Deleted inactive record
30,INSERT,Beneficiaries,2024-08-20 10:59:00,Inserted new record
34,BLOCK ACCOUNT,Accounts,2024-10-11 08:33:00,Blocked suspicious account
6,APPROVE,Cards,2024-07-20 14:26:00,Approved transaction
22,BLOCK ACCOUNT,Transactions,2024-09-15 18:30:00,Blocked suspicious account
7,LOGIN,Accounts,2024-05-14 22:43:00,Employee login
45,UNBLOCK ACCOUNT,Accounts,2024-01-11 23:24:00,Unblocked verified account
25,LOGIN,Accounts,2024-01-22 09:11:00,Employee login
19,BLOCK ACCOUNT,Customers,2024-08-18 17:37:00,Blocked suspicious account
9,INSERT,Customers,2024-04-26 04:37:00,Inserted new record
3,LOGIN,Customers,2024-06-28 11:31:00,Employee login
11,DELETE,Devices,2024-09-04 18:39:00,Deleted inactive record
17,BLOCK ACCOUNT,Devices,2024-09-23 07:56:00,Blocked suspicious account
37,UPDATE,FraudAlerts,2024-02-03 20:58:00,Updated customer details
25,UPDATE,Transactions,2024-06-26 01:50:00,Updated customer details
48,INSERT,Cards,2024-06-23 05:08:00,Inserted new record
19,DELETE,Accounts,2024-09-16 00:41:00,Deleted inactive record
35,APPROVE,Accounts,2024-11-11 05:44:00,Approved transaction
8,DELETE,Beneficiaries,2024-06-14 00:16:00,Deleted inactive record
15,APPROVE,Transactions,2024-12-03 00:44:00,Approved transaction
38,UPDATE,Accounts,2024-04-08 14:23:00,Updated customer details
50,LOGIN,Accounts,2024-05-21 13:59:00,Employee login
49,INSERT,Beneficiaries,2024-09-07 15:31:00,Inserted new record
42,LOGIN,Customers,2024-10-08 15:31:00,Employee login
41,INSERT,FraudAlerts,2024-02-09 15:54:00,Inserted new record
40,BLOCK ACCOUNT,Accounts,2024-03-27 03:13:00,Blocked suspicious account
39,BLOCK ACCOUNT,Beneficiaries,2024-09-27 17:02:00,Blocked suspicious account
18,UNBLOCK ACCOUNT,Customers,2024-01-31 18:31:00,Unblocked verified account
19,UNBLOCK ACCOUNT,FraudAlerts,2024-09-20 22:31:00,Unblocked verified account
42,UNBLOCK ACCOUNT,Transactions,2024-07-27 16:17:00,Unblocked verified account
22,UPDATE,Cards,2024-06-26 03:40:00,Updated customer details
18,UNBLOCK ACCOUNT,FraudAlerts,2024-12-02 22:44:00,Unblocked verified account
48,APPROVE,Cards,2024-01-31 12:46:00,Approved transaction
25,UNBLOCK ACCOUNT,Accounts,2024-07-18 10:23:00,Unblocked verified account
41,BLOCK ACCOUNT,Accounts,2024-10-30 16:12:00,Blocked suspicious account
38,UNBLOCK ACCOUNT,Devices,2024-04-02 05:59:00,Unblocked verified account
19,BLOCK ACCOUNT,Transactions,2024-01-29 00:06:00,Blocked suspicious account
16,LOGIN,Customers,2024-02-08 16:12:00,Employee login
26,BLOCK ACCOUNT,Accounts,2024-10-14 17:51:00,Blocked suspicious account
44,APPROVE,Devices,2024-10-25 11:10:00,Approved transaction
17,APPROVE,FraudAlerts,2024-01-24 23:06:00,Approved transaction
35,APPROVE,FraudAlerts,2024-10-19 11:01:00,Approved transaction
16,DELETE,Devices,2024-09-23 21:34:00,Deleted inactive record
15,LOGIN,Customers,2024-07-02 17:48:00,Employee login
25,BLOCK ACCOUNT,Cards,2024-11-16 06:21:00,Blocked suspicious account
6,DELETE,Beneficiaries,2024-09-01 15:33:00,Deleted inactive record
28,APPROVE,Beneficiaries,2024-02-22 21:29:00,Approved transaction
26,UNBLOCK ACCOUNT,Customers,2024-02-02 22:43:00,Unblocked verified account
12,UPDATE,Transactions,2024-06-18 22:50:00,Updated customer details
9,BLOCK ACCOUNT,Accounts,2024-11-25 08:37:00,Blocked suspicious account
4,BLOCK ACCOUNT,Cards,2024-01-27 19:39:00,Blocked suspicious account
10,APPROVE,Transactions,2024-06-13 18:37:00,Approved transaction
3,UPDATE,Beneficiaries,2024-01-03 09:21:00,Updated customer details
15,UNBLOCK ACCOUNT,Customers,2024-09-07 06:49:00,Unblocked verified account
39,BLOCK ACCOUNT,Transactions,2024-06-24 19:30:00,Blocked suspicious account
15,LOGIN,Beneficiaries,2024-06-30 16:12:00,Employee login
45,LOGIN,Beneficiaries,2024-03-27 22:46:00,Employee login
3,UPDATE,Customers,2024-01-12 17:17:00,Updated customer details
36,APPROVE,Accounts,2024-08-24 06:07:00,Approved transaction
40,UNBLOCK ACCOUNT,Customers,2024-01-22 18:31:00,Unblocked verified account
33,UPDATE,Accounts,2024-08-13 15:21:00,Updated customer details
47,LOGIN,Beneficiaries,2024-04-08 05:42:00,Employee login
19,DELETE,Transactions,2024-04-20 12:10:00,Deleted inactive record
33,UPDATE,Customers,2024-09-24 02:31:00,Updated customer details
9,APPROVE,Cards,2024-02-11 17:38:00,Approved transaction
48,UNBLOCK ACCOUNT,Cards,2024-06-11 20:04:00,Unblocked verified account
9,INSERT,Beneficiaries,2024-06-10 08:07:00,Inserted new record
20,UPDATE,Customers,2024-04-26 12:54:00,Updated customer details
4,DELETE,FraudAlerts,2024-10-20 20:58:00,Deleted inactive record
16,BLOCK ACCOUNT,Customers,2024-03-17 12:36:00,Blocked suspicious account
32,DELETE,Cards,2024-03-19 13:18:00,Deleted inactive record
39,INSERT,FraudAlerts,2024-12-05 05:41:00,Inserted new record
19,UNBLOCK ACCOUNT,Accounts,2024-04-17 02:34:00,Unblocked verified account
26,LOGIN,Accounts,2024-09-06 06:01:00,Employee login
4,UPDATE,FraudAlerts,2024-04-25 03:44:00,Updated customer details
10,APPROVE,FraudAlerts,2024-10-13 10:21:00,Approved transaction
20,UPDATE,Customers,2024-11-15 02:22:00,Updated customer details
35,BLOCK ACCOUNT,Customers,2024-11-19 12:24:00,Blocked suspicious account
4,INSERT,FraudAlerts,2024-08-14 16:01:00,Inserted new record
12,INSERT,FraudAlerts,2024-04-14 17:50:00,Inserted new record
18,BLOCK ACCOUNT,FraudAlerts,2024-10-04 07:04:00,Blocked suspicious account
12,INSERT,FraudAlerts,2024-09-05 02:22:00,Inserted new record
12,APPROVE,Transactions,2024-06-25 17:31:00,Approved transaction
25,UPDATE,Customers,2024-06-26 16:14:00,Updated customer details
3,INSERT,Accounts,2024-08-15 11:29:00,Inserted new record
8,BLOCK ACCOUNT,Accounts,2024-04-28 03:18:00,Blocked suspicious account
6,INSERT,Beneficiaries,2024-12-03 18:31:00,Inserted new record
34,UNBLOCK ACCOUNT,FraudAlerts,2024-02-07 15:57:00,Unblocked verified account
10,INSERT,Transactions,2024-01-05 17:39:00,Inserted new record
28,BLOCK ACCOUNT,Accounts,2024-11-07 18:08:00,Blocked suspicious account
19,UNBLOCK ACCOUNT,Accounts,2024-03-08 16:20:00,Unblocked verified account
22,LOGIN,Beneficiaries,2024-09-03 07:14:00,Employee login
45,UNBLOCK ACCOUNT,Cards,2024-03-26 21:23:00,Unblocked verified account
43,APPROVE,Customers,2024-06-05 09:39:00,Approved transaction
47,BLOCK ACCOUNT,Transactions,2024-05-09 00:27:00,Blocked suspicious account
24,BLOCK ACCOUNT,Beneficiaries,2024-11-26 23:24:00,Blocked suspicious account
25,UNBLOCK ACCOUNT,Transactions,2024-10-24 01:53:00,Unblocked verified account
8,BLOCK ACCOUNT,Customers,2024-03-27 21:12:00,Blocked suspicious account
16,UNBLOCK ACCOUNT,Cards,2024-07-19 14:01:00,Unblocked verified account
28,BLOCK ACCOUNT,FraudAlerts,2024-01-13 02:40:00,Blocked suspicious account
29,UPDATE,Beneficiaries,2024-05-07 13:44:00,Updated customer details
5,APPROVE,Devices,2024-05-08 05:09:00,Approved transaction
22,DELETE,Cards,2024-09-14 09:45:00,Deleted inactive record
18,BLOCK ACCOUNT,Accounts,2024-03-19 06:25:00,Blocked suspicious account
38,INSERT,Transactions,2024-08-25 12:50:00,Inserted new record
45,LOGIN,Devices,2024-04-09 09:42:00,Employee login
49,INSERT,Cards,2024-03-09 21:32:00,Inserted new record
5,DELETE,Accounts,2024-04-03 00:17:00,Deleted inactive record
30,DELETE,Beneficiaries,2024-01-28 13:24:00,Deleted inactive record
46,UPDATE,Transactions,2024-06-07 03:27:00,Updated customer details
34,LOGIN,Accounts,2024-08-24 23:26:00,Employee login
42,UNBLOCK ACCOUNT,Devices,2024-11-27 19:35:00,Unblocked verified account
49,APPROVE,Accounts,2024-04-17 00:17:00,Approved transaction
31,BLOCK ACCOUNT,Cards,2024-07-27 08:00:00,Blocked suspicious account
49,UNBLOCK ACCOUNT,Customers,2024-09-29 02:20:00,Unblocked verified account
48,APPROVE,FraudAlerts,2024-02-13 14:19:00,Approved transaction
10,UPDATE,Cards,2024-07-05 20:19:00,Updated customer details
25,APPROVE,Customers,2024-03-15 07:01:00,Approved transaction
20,UPDATE,Transactions,2024-04-13 15:44:00,Updated customer details
50,UPDATE,Cards,2024-02-01 17:42:00,Updated customer details
7,BLOCK ACCOUNT,Beneficiaries,2024-10-21 17:13:00,Blocked suspicious account
5,BLOCK ACCOUNT,Customers,2024-08-24 04:34:00,Blocked suspicious account
14,INSERT,Customers,2024-01-14 19:40:00,Inserted new record
14,INSERT,Devices,2024-01-10 11:45:00,Inserted new record
7,LOGIN,Devices,2024-01-05 21:22:00,Employee login
43,DELETE,Accounts,2024-12-05 04:04:00,Deleted inactive record
12,INSERT,Accounts,2024-02-04 03:56:00,Inserted new record
38,LOGIN,Devices,2024-10-01 16:14:00,Employee login
37,APPROVE,Customers,2024-07-29 12:20:00,Approved transaction
1,DELETE,Devices,2024-07-21 11:18:00,Deleted inactive record
26,UNBLOCK ACCOUNT,Beneficiaries,2024-10-02 13:46:00,Unblocked verified account
42,APPROVE,Transactions,2024-06-24 19:31:00,Approved transaction
42,APPROVE,Devices,2024-12-03 01:39:00,Approved transaction
22,INSERT,FraudAlerts,2024-02-23 03:36:00,Inserted new record
16,APPROVE,Devices,2024-10-06 14:36:00,Approved transaction
3,DELETE,Customers,2024-08-21 12:35:00,Deleted inactive record
46,UNBLOCK ACCOUNT,Customers,2024-01-05 15:00:00,Unblocked verified account
5,DELETE,Cards,2024-03-07 11:00:00,Deleted inactive record
10,UNBLOCK ACCOUNT,Cards,2024-02-02 00:16:00,Unblocked verified account
6,INSERT,Transactions,2024-10-14 07:15:00,Inserted new record
3,UNBLOCK ACCOUNT,Beneficiaries,2024-01-08 00:10:00,Unblocked verified account
23,INSERT,Beneficiaries,2024-05-08 09:59:00,Inserted new record
26,DELETE,Cards,2024-08-12 00:58:00,Deleted inactive record
12,APPROVE,Accounts,2024-02-27 10:00:00,Approved transaction
27,APPROVE,FraudAlerts,2024-01-06 10:45:00,Approved transaction
